#From myron%iuegtc.DECNET@cfa.harvard.edu Mon May 15 10:43:00 1995
#Return-Path: <myron%iuegtc.DECNET@cfa.harvard.edu>
#Received: from cfa.harvard.edu by cfassp3.harvard.edu (4.1/SMI-4.1)
#	id AA13931; Mon, 15 May 95 10:42:59 EDT
#Message-Id: <9505151442.AA13931@cfassp3.harvard.edu>
#Received: from IUEGTC.DECnet MAIL11D_V3 by cfa.harvard.edu; Mon, 15 May 95 10:4#1:09 -0400
#Date: Mon, 15 May 95 10:41:09 -0400
#From: myron%iuegtc.DECNET@cfa.harvard.edu
#To: dupree%cfa.DECNET@cfa.harvard.edu
#Subject: RVs for a Ori: Col#1=HJD, Col#2=RV, Col#4=residRVs w trend removed
#Content-Length: 6693
#X-Lines: 208
#Status: RO
#
07178.1   23.89    2.51   -0.37
07186.    24.38   -0.78    0.10
07207.    24.10   -2.50    0.29
07221.    23.76   -3.16   -0.72
07222.    24.73   -2.33    0.25
07234.    23.92   -2.62   -0.59
07235.    24.47   -3.27   -0.04
07261.    21.85   -0.45   -2.86
07384.    20.25   -3.66   -1.23
07440.    24.39   -4.09   -1.06
07441.    24.57   -4.41   -0.90
07479.    25.46   -6.64   -0.29
07480.    24.99   -5.94   -0.78
07486.    26.06   -5.45    0.27
07496.    26.77   -7.22    0.88
07510.    27.09   -4.78    1.12
07537.0   26.86   -7.53    0.83
07541.0   27.46   -8.62    1.43
07547.0   26.78   -5.28    0.69
07550.0   26.30   -6.61    0.21
07582.0   26.69   -7.43    0.59
07599.0   26.51   -6.85    0.23
07599.0   26.27   -6.89   -0.01
07604.0   26.66   -7.61    0.32
07627.0   25.39   -6.39   -1.06
07627.0   25.15   -6.03   -1.27
07779.    24.45   -1.94   -2.44
07784.    25.00   -3.03   -1.87
07808.    25.10   -3.45   -1.84
07840.    26.35   -3.35   -0.66
07844.    27.40   -4.00    0.42
07865.    29.91   -5.67   -0.40
07868.    26.66   -5.70    2.81
07900.    29.77   -2.64    2.71
07904.    28.63   -3.18    2.39
07916.    29.48   -2.86    1.54
07927.    28.14   -2.86    1.04
07974.    26.30    0.15   -1.15
07974.1   25.98    0.16   -0.83
08130.    25.14   -2.50   -2.06
08141.    25.25   -2.02   -1.94
08142.    25.45   -3.07   -1.74
08190.    27.85   -1.41    0.70
08201.0   27.47   -1.97    0.34
08313.1   25.61   -1.82    1.87
08226.0   28.97   -2.95    1.50
08271.9   28.51   -0.61    0.79
08286.9   27.76   -2.16   -0.51
08319.8   26.69   -1.27   -0.18
08323.8   26.74   -1.99   -0.12
08330.8   25.97   -2.63   -2.39
08333.8   26.05   -3.77   -2.17
08354.7   26.08   -3.86   -3.77
08366.7   24.24   -3.58   -2.90
08371.7   24.45   -2.34   -0.80
08492.0   22.62   -2.55   -0.53
08501.0   23.46   -3.01   -.340
08504.0   25.56   -4.21    -.99
08538.0   25.73   -2.22   -1.38
08559.0   26.53   -0.60    1.74  
08561.0   25.19   -1.22   -1.48
08572.0   27.52   -3.21    1.86
08582.8   27.84   -5.21    2.36  
08587.8   27.57   -3.52    2.16  
08596.0   27.92   -4.24    2.60  
08630.9   27.39   -0.61    2.30  
08635.9   26.86   -0.07    1.80  
08645.0   26.74   -1.01    1.77  
08647.8   26.25   -1.66    1.27 
08657.9   24.77    0.98   -0.08 
08692.5   24.12    0.32   -0.36 
08693.8   24.26   -0.08   -0.22 
08695.7   24.45   -0.79   -0.03 
08704.7   23.40   -0.85   -1.01 
08707.7   22.99   -1.07   -1.43 
08719.7   23.05   -0.60   -1.40 
08727.7   22.99    3.56   -1.30 
08739.7   23.74    3.02   -0.48 
08742.7   24.10    2.64   -0.16 
08849.0   22.05   -3.09   -0.15 
08852.0   23.73   -3.27   -0.33 
08861.0   22.91   -3.16    0.46 
08922.0   23.18   -3.28   -1.06
08912.0   23.85   -2.68    -.33
08955.0   23.33   -1.24    -.58
09017.0   24.86   -1.38   -1.42 
09020.0   25.34   -1.06   -0.94 
09030.0   25.01   -1.78   -1.27 
09063.0   25.45   -2.65   -0.83 
09063.1   25.16   -2.33   -1.12 
09067.0   25.00   -2.69   -1.28 
09075.0   24.70   -2.52   -1.58 
09080.0   23.88    0.90   -2.40
09099.7   24.00    1.78   -2.28
09103.7   23.78    1.55   -2.50
09269.0   29.56   -5.06    3.34
09280.0   29.45   -5.50    3.22
09292.0   28.73   -5.50    3.22
09296.0   28.84   -5.37    2.62
09307.8   27.21   -5.23    0.98
09326.8   28.31   -3.62    2.08
09331.8   27.81   -3.29    1.58
09340.8   28.07   -2.52    1.85
09355.6   27.84    -.48    1.62
09360.7   27.57   -1.64    1.35
09379.8   27.85   -3.59    1.63
09384.7   28.13   -3.20    1.91
09420.6   27.13   -1.68     .42
09415.6   26.98   -1.63     .29
09427.6   26.91   -1.63    0.23
09432.6   26.61   -1.11    -.08
09439.7   26.71   -1.20    0.03
09451.6   26.45   -0.19    -.23
09456.6   26.44   -0.04    -.24
09456.7   26.84   +0.48    0.18
09464.7   26.38   -0.56    -.26
09468.6   25.95   -0.85    -.69
09475.6   25.57   -99.    -1.07
09475.7   25.36   -99.    -1.28
09568.7   21.96   +1.08   -4.49
09610.0   26.47   -2.28   +0.28
09612.0   25.83   -1.77   -0.35
09620.0   25.42   -1.87   -0.76
09621.9   26.35   -2.31   +0.17
09625.0   26.23   -0.76   +0.04
09643.8   26.20   -0.49   +0.03
09648.8   26.41    1.08   +0.25
09656.9   26.17    0.68    0.00
09667.8   26.52    0.27   +0.36
09670.0   26.61    0.08   +0.45
09672.7   25.26    0.62   -0.89
09672.8   25.59   -0.13   -0.57
09703.6   26.78    0.25   +0.62
09706.7   26.49    0.74   +0.34
09706.8   26.74    0.86   +0.58
09708.6   27.29    0.20   +1.12
09708.7   27.01    0.35   +0.85
09715.7   26.99    1.06   +0.86
09715.8   26.73    1.17   +0.59
09720.7   26.55    1.40   +0.40
09768.6   28.59    1.80    1.80
09787.7   26.31    2.31    0.16 

